Player Name,Year,Salary,Team,Retained/Bought/Unsold
Pathum Kumara,2024,1.3 crore,Sunrisers Hyderabad,Bought
Shahbaz Ahmed,2024,1.0 crore,Sunrisers Hyderabad,Bought
Anmolpreet singh,2024,0.8 crore,Sunrisers Hyderabad,Bought
Jhathavedh Subramanyan,2024,0.2 crore,Sunrisers Hyderabad,Bought
Harry Brook,2023,13.25 crore,Sunrisers Hyderabad,Bought
Washington sundar,2023,8.75 crore,Sunrisers Hyderabad,Retained
Rahul tripathi,2023,8.5 crore,Sunrisers Hyderabad,Retained
Mayank agarwal,2023,8.25 crore,Sunrisers Hyderabad,Bought
Abhishek sharma,2023,6.5 crore,Sunrisers Hyderabad,Retained
Heinrich Klaasen,2023,5.25 crore,Sunrisers Hyderabad,Bought
Bhuvneshwar kumar,2023,4.2 crore,Sunrisers Hyderabad,Retained
Abdul Samad,2023,4 crore,Sunrisers Hyderabad,Retained
Kartik Tyagi,2023,4 crore,Sunrisers Hyderabad,Bought
T natarajan,2023,4 crore,Sunrisers Hyderabad,Retained
Umran Malik,2023,4 crore,Sunrisers Hyderabad,Retained
Aiden Markram,2023,2.6 crore,Sunrisers Hyderabad,Bought
Vivrant Sharma,2023,2.6 crore,Sunrisers Hyderabad,Bought
Adil Rashid,2023,2 crore,Sunrisers Hyderabad,Bought
Mayank dagar,2023,1.8 crore,Sunrisers Hyderabad,Bought
Glenn Phillips,2023,1.5 crore,Sunrisers Hyderabad,Retained
Akeal Hosein,2023,1 crore,Sunrisers Hyderabad,Bought
Fazal Haque,2023,0.50 crore,Sunrisers Hyderabad,Bought
Marco Jansen,2023,0.5 crore,Sunrisers Hyderabad,Retained
Mayank markande,2023,0.5 crore,Sunrisers Hyderabad,Bought
Anmolpreet singh,2023,0.2 crore,Sunrisers Hyderabad,Bought
Nitish Kumar Reddy,2023,0.2 crore,Sunrisers Hyderabad,Bought
Sanvir Singh,2023,0.2 crore,Sunrisers Hyderabad,Bought
Kane williamson,2022,14 crore,Sunrisers Hyderabad,Retained
Nicholas Pooran,2022,10.75 crore,Sunrisers Hyderabad,Bought
Washington sundar,2022,8.75 crore,Sunrisers Hyderabad,Bought
Washington Sundar,2022,"?8,75,00,000 crore",Sunrisers Hyderabad,Bought
Rahul tripathi,2022,8.5 crore,Sunrisers Hyderabad,Bought
Rahul Tripathi,2022,"?8,50,00,000 crore",Sunrisers Hyderabad,Bought
Romario Shepherd,2022,7.75 crore,Sunrisers Hyderabad,Bought
Abhishek sharma,2022,6.5 crore,Sunrisers Hyderabad,Retained
Abhishek Sharma,2022,"?6,50,00,000 crore",Sunrisers Hyderabad,Bought
Bhuvneshwar kumar,2022,4.2 crore,Sunrisers Hyderabad,Retained
Bhuvneshwar Kumar,2022,"?4,20,00,000 crore",Sunrisers Hyderabad,Bought
Marco Jansen,2022,4.2 crore,Sunrisers Hyderabad,Bought
Abdul Samad,2022,4 crore,Sunrisers Hyderabad,Retained
Kartik Tyagi,2022,"?4,00,00,000 crore",Sunrisers Hyderabad,Bought
T natarajan,2022,4 crore,Sunrisers Hyderabad,Bought
T. Natarajan,2022,"?4,00,00,000 crore",Sunrisers Hyderabad,Bought
Umran Malik,2022,4 crore,Sunrisers Hyderabad,Retained
Aiden Markram,2022,2.6 crore,Sunrisers Hyderabad,Bought
Sean Abbott,2022,"?2,40,00,000 crore",Sunrisers Hyderabad,Bought
Glenn Phillips,2022,"?1,50,00,000 crore",Sunrisers Hyderabad,Bought
Shreyas Gopal,2022,"?75,00,000 crore",Sunrisers Hyderabad,Bought
Fazalhaq Farooqi,2022,"?50,00,000 crore",Sunrisers Hyderabad,Bought
Vishnu Vinod,2022,"?50,00,000 crore",Sunrisers Hyderabad,Bought
Jagadeesha Suchith,2022,"?20,00,000 crore",Sunrisers Hyderabad,Bought
Malsha Tharupathi,2022,0.2 crore,Sunrisers Hyderabad,Bought
Priyam Garg,2022,"?20,00,000 crore",Sunrisers Hyderabad,Bought
R Samarth,2022,"?20,00,000 crore",Sunrisers Hyderabad,Bought
Saurabh Dubey,2022,"?20,00,000 crore",Sunrisers Hyderabad,Bought
Shashank Singh,2022,"?20,00,000 crore",Sunrisers Hyderabad,Bought
David warner,2021,12.5 crore,Sunrisers Hyderabad,Retained
Manish pandey,2021,11 crore,Sunrisers Hyderabad,Retained
Rashid Khan,2021,9 crore,Sunrisers Hyderabad,Retained
Bhuvneshwar kumar,2021,8 crore,Sunrisers Hyderabad,Retained
T natarajan,2021,4 crore,Sunrisers Hyderabad,Retained
Kane williamson,2021,3 crore,Sunrisers Hyderabad,Retained
Vijay shankar,2021,2.1 crore,Sunrisers Hyderabad,Retained
Kedar Jadhav,2021,"2,00,00,000 crore",Sunrisers Hyderabad,Unsold
Mujeeb Zadran,2021,"1,50,00,000 crore",Sunrisers Hyderabad,Unsold
Wriddhiman saha,2021,1.2 crore,Sunrisers Hyderabad,Retained
Mohammad nabi,2021,1 crore,Sunrisers Hyderabad,Bought
J Suchith,2021,"30,00,000 crore",Sunrisers Hyderabad,Unsold
Abdul Samad,2021,0.2 crore,Sunrisers Hyderabad,Retained
Sandeep sharma,2021,0.2 crore,Sunrisers Hyderabad,Retained
Jonny bairstow,2021,0 crore,Sunrisers Hyderabad,Retained
David warner,2020,12.5 crore,Sunrisers Hyderabad,Retained
Manish pandey,2020,11 crore,Sunrisers Hyderabad,Retained
Rashid Khan,2020,9 crore,Sunrisers Hyderabad,Retained
Bhuvneshwar kumar,2020,8.5 crore,Sunrisers Hyderabad,Retained
T natarajan,2020,4 crore,Sunrisers Hyderabad,Bought
Siddarth kaul,2020,3.8 crore,Sunrisers Hyderabad,Retained
Vijay shankar,2020,3.2 crore,Sunrisers Hyderabad,Retained
Kane williamson,2020,3 crore,Sunrisers Hyderabad,Retained
Khaleel ahmed,2020,3 crore,Sunrisers Hyderabad,Retained
Jonny bairstow,2020,2.2 crore,Sunrisers Hyderabad,Retained
Mitchell marsh,2020,2 crore,Sunrisers Hyderabad,Bought
Priyam Garg,2020,1.9 crore,Sunrisers Hyderabad,Bought
Ranesh Silva,2020,1.9 crore,Sunrisers Hyderabad,Bought
Wriddhiman saha,2020,1.2 crore,Sunrisers Hyderabad,Bought
Mohammad nabi,2020,1 crore,Sunrisers Hyderabad,Retained
Shreevats goswami,2020,1 crore,Sunrisers Hyderabad,Bought
Basil thampi,2020,0.95 crore,Sunrisers Hyderabad,Bought
Abhishek sharma,2020,0.55 crore,Sunrisers Hyderabad,Retained
Billy stanlake,2020,0.5 crore,Sunrisers Hyderabad,Bought
Fabian Allen,2020,0.5 crore,Sunrisers Hyderabad,Bought
Shahbaz nadeem,2020,0.5 crore,Sunrisers Hyderabad,Bought
Sandeep sharma,2020,0.3 crore,Sunrisers Hyderabad,Retained
Abdul Samad,2020,0.2 crore,Sunrisers Hyderabad,Bought
Ryan John,2020,0.2 crore,Sunrisers Hyderabad,Bought
Saad Bin Zafar,2020,0.2 crore,Sunrisers Hyderabad,Bought
David warner,2019,12.5 crore,Sunrisers Hyderabad,Retained
Manish pandey,2019,11 crore,Sunrisers Hyderabad,Retained
Rashid Khan,2019,9 crore,Sunrisers Hyderabad,Retained
Bhuvneshwar kumar,2019,8.5 crore,Sunrisers Hyderabad,Retained
Deepak hooda,2019,5.4 crore,Sunrisers Hyderabad,Bought
Siddarth kaul,2019,3.8 crore,Sunrisers Hyderabad,Retained
Shahbaz nadeem,2019,3.2 crore,Sunrisers Hyderabad,Bought
Vijay shankar,2019,3.2 crore,Sunrisers Hyderabad,Bought
Kane williamson,2019,3 crore,Sunrisers Hyderabad,Retained
Khaleel ahmed,2019,3 crore,Sunrisers Hyderabad,Bought
Sandeep sharma,2019,3 crore,Sunrisers Hyderabad,Retained
Jonny bairstow,2019,2.2 crore,Sunrisers Hyderabad,Bought
Shakib al hasan,2019,2 crore,Sunrisers Hyderabad,Retained
Yusuf Pathan,2019,1.9 crore,Sunrisers Hyderabad,Bought
Wriddhiman saha,2019,1.2 crore,Sunrisers Hyderabad,Bought
Martin guptill,2019,1 crore,Sunrisers Hyderabad,Bought
Mohammad nabi,2019,1 crore,Sunrisers Hyderabad,Retained
Basil thampi,2019,0.95 crore,Sunrisers Hyderabad,Retained
Abhishek sharma,2019,0.55 crore,Sunrisers Hyderabad,Bought
Ricky bhui,2019,0.2 crore,Sunrisers Hyderabad,Bought
Manish pandey,2018,11 crore,Sunrisers Hyderabad,Bought
Rashid Khan,2018,9 crore,Sunrisers Hyderabad,Retained
Bhuvneshwar kumar,2018,8.5 crore,Sunrisers Hyderabad,Retained
Shikhar dhawan,2018,5.2 crore,Sunrisers Hyderabad,Retained
Wriddhiman saha,2018,5 crore,Sunrisers Hyderabad,Bought
Siddarth kaul,2018,3.8 crore,Sunrisers Hyderabad,Bought
Deepak hooda,2018,3.6 crore,Sunrisers Hyderabad,Bought
Kane williamson,2018,3 crore,Sunrisers Hyderabad,Retained
Khaleel ahmed,2018,3 crore,Sunrisers Hyderabad,Bought
Sandeep sharma,2018,3 crore,Sunrisers Hyderabad,Bought
Carlos brathwaite,2018,2 crore,Sunrisers Hyderabad,Bought
Chris jordan,2018,2 crore,Sunrisers Hyderabad,Bought
Shakib al hasan,2018,2 crore,Sunrisers Hyderabad,Bought
Yusuf Pathan,2018,1.9 crore,Sunrisers Hyderabad,Bought
Alex hales,2018,1 crore,Sunrisers Hyderabad,Bought
Mohammad nabi,2018,1 crore,Sunrisers Hyderabad,Bought
Shreevats goswami,2018,1 crore,Sunrisers Hyderabad,Bought
Basil thampi,2018,0.95 crore,Sunrisers Hyderabad,Bought
Billy stanlake,2018,0.5 crore,Sunrisers Hyderabad,Bought
Ricky bhui,2018,0.2 crore,Sunrisers Hyderabad,Bought
